@relation 88888-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute age numeric
@attribute workclass {State-gov,Self-emp-not-inc,Private,Federal-gov,Local-gov,Self-emp-inc,'No work'}
@attribute education {Bachelors,HS-grad,11th,Masters,9th,Some-college,Assoc-acdm,Assoc-voc,7th-8th,Doctorate,Prof-school,5th-6th,10th,1st-4th,Preschool,12th}
@attribute marital-status {Never-married,Married-civ-spouse,Divorced,Married-spouse-absent,Separated,Married-AF-spouse,Widowed}
@attribute occupation {Adm-clerical,Exec-managerial,Handlers-cleaners,Prof-specialty,Other-service,Sales,Craft-repair,Transport-moving,Farming-fishing,Machine-op-inspct,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Husband,Wife,Own-child,Unmarried,Other-relative}
@attribute race {White,Black,Asian-Pac-Islander,Amer-Indian-Eskimo,Other}
@attribute sex {Male,Female}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cuba,Jamaica,India,Mexico,South,Puerto-Rico,Honduras,England,Canada,Germany,Iran,Philippines,Italy,Poland,Columbia,Cambodia,Thailand,Ecuador,Laos,Taiwan,Haiti,Portugal,Dominican-Republic,El-Salvador,France,Guatemala,China,Japan,Yugoslavia,Peru,Outlying-US(Guam-USVI-etc),Scotland,Trinadad&Tobago,Greece,Nicaragua,Vietnam,Hong,Ireland,Hungary,Holand-Netherlands}
@attribute class {<=50K,>50K}

@data
33,Private,HS-grad,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
28,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
18,Private,11th,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,<=50K
27,Private,Bachelors,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
60,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Iran,<=50K
26,State-gov,Some-college,Never-married,Prof-specialty,Husband,Black,Male,0,0,15,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,7th-8th,Widowed,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,HS-grad,Divorced,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
58,Private,Assoc-voc,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
42,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
60,State-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,<=50K
28,Self-emp-not-inc,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
32,Private,Bachelors,Never-married,Exec-managerial,Husband,White,Female,0,0,56,United-States,>50K
23,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K
64,Private,1st-4th,Widowed,Adm-clerical,Husband,White,Female,0,0,20,Cuba,<=50K
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
51,Private,Some-college,Widowed,Prof-specialty,Husband,White,Female,3325,0,40,United-States,<=50K
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,Some-college,Divorced,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,7th-8th,Separated,Adm-clerical,Husband,Black,Female,0,0,40,United-States,<=50K
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,Doctorate,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,United-States,>50K
64,Private,Some-college,Divorced,Tech-support,Husband,Black,Female,0,1741,36,United-States,<=50K
45,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,32,United-States,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18,Self-emp-not-inc,11th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Female,7688,0,40,United-States,<=50K
38,Local-gov,HS-grad,Never-married,Exec-managerial,Husband,White,Male,0,0,6,United-States,<=50K
41,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
62,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,40,Mexico,<=50K
27,Local-gov,Assoc-acdm,Never-married,Protective-serv,Husband,White,Male,0,2339,52,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,Bachelors,Never-married,Tech-support,Husband,White,Male,0,2444,40,United-States,>50K
47,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K
31,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,Cuba,<=50K
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
42,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,48,United-States,<=50K
53,Private,HS-grad,Widowed,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
22,Local-gov,Some-college,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,<=50K
47,Private,Preschool,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,45,El-Salvador,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,40,Trinadad&Tobago,<=50K
29,Private,Some-college,Never-married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
17,Self-emp-not-inc,12th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,Bachelors,Separated,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
35,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,35,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,55,United-States,<=50K
33,Self-emp-not-inc,Bachelors,Never-married,Sales,Husband,White,Male,0,0,70,United-States,<=50K
52,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,30,Canada,<=50K
70,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
19,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Husband,White,Male,0,0,60,Cuba,<=50K
35,Private,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
46,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
77,Private,Bachelors,Widowed,Adm-clerical,Husband,White,Female,0,0,10,United-States,<=50K
28,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
58,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,United-States,<=50K
40,Federal-gov,HS-grad,Divorced,Adm-clerical,Husband,White,Female,0,0,40,Philippines,<=50K
25,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
54,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Male,0,0,40,United-States,<=50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
67,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,3456,0,48,United-States,>50K
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,HS-grad,Separated,Prof-specialty,Other-relative,Other,Female,0,0,40,Puerto-Rico,<=50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
78,Private,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
24,Private,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,12th,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,50,United-States,<=50K
59,Private,11th,Never-married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
38,Local-gov,11th,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,50,United-States,<=50K
74,Local-gov,Masters,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Male,0,0,50,United-States,<=50K
24,Private,HS-grad,Separated,Other-service,Husband,White,Female,0,0,30,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
24,Private,Assoc-voc,Never-married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
69,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K
20,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K
60,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,Peru,<=50K
27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
54,Private,HS-grad,Divorced,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,<=50K
51,Private,7th-8th,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,48,United-States,<=50K
42,Private,Some-college,Divorced,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
27,Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,Husband,White,Female,0,0,78,United-States,<=50K
22,Private,10th,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
62,Private,HS-grad,Widowed,Adm-clerical,Husband,White,Female,0,0,8,United-States,<=50K
29,Local-gov,Bachelors,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,Some-college,Separated,Sales,Husband,White,Female,0,0,50,United-States,<=50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,35,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
22,Private,Some-college,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,32,United-States,<=50K
28,Private,Assoc-acdm,Never-married,Handlers-cleaners,Husband,White,Male,2174,0,40,United-States,<=50K
55,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
37,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,HS-grad,Widowed,Adm-clerical,Husband,White,Female,0,0,8,United-States,<=50K
31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
40,Local-gov,HS-grad,Never-married,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K
43,Private,HS-grad,Never-married,Adm-clerical,Husband,White,Female,8614,0,40,United-States,<=50K
72,Private,Some-college,Widowed,Adm-clerical,Husband,White,Female,0,0,12,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
53,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,Laos,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
44,Private,10th,Never-married,Machine-op-inspct,Husband,Black,Female,0,0,40,United-States,<=50K
30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,United-States,<=50K
17,Private,11th,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,<=50K
38,Private,Assoc-acdm,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
51,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
26,Private,Some-college,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico,<=50K
27,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
68,Private,5th-6th,Widowed,Other-service,Husband,White,Female,0,0,40,Mexico,<=50K
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,45,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
56,Private,Bachelors,Widowed,Prof-specialty,Husband,White,Male,2176,0,65,United-States,<=50K
25,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,State-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
25,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
46,Private,HS-grad,Divorced,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
65,Private,Masters,Separated,Exec-managerial,Husband,Black,Male,0,0,45,United-States,<=50K
43,Private,12th,Divorced,Priv-house-serv,Husband,White,Female,0,0,35,Mexico,<=50K
26,Private,Bachelors,Never-married,Tech-support,Husband,White,Male,0,2444,40,United-States,>50K
81,Private,7th-8th,Separated,Adm-clerical,Husband,Black,Male,0,0,8,United-States,<=50K
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Mexico,<=50K
62,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7298,0,60,United-States,>50K
58,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
27,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Husband,White,Female,3674,0,28,United-States,<=50K
45,Private,11th,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,Some-college,Married-AF-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
55,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Female,0,0,45,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Other-relative,Other,Female,0,0,40,El-Salvador,<=50K
33,Private,Bachelors,Divorced,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,Husband,Black,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
39,Local-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States,<=50K
57,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
30,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
32,Federal-gov,Bachelors,Divorced,Exec-managerial,Husband,White,Female,0,0,50,United-States,<=50K
48,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Dominican-Republic,<=50K
47,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,5013,0,40,United-States,<=50K
34,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,25,United-States,>50K
39,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Divorced,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
24,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
