@relation 'data-weka.filters.unsupervised.attribute.Remove-R3,9,14'

@attribute age numeric
@attribute workclass {'?',Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay}
@attribute education {10th,11th,12th,1st-4th,5th-6th,7th-8th,9th,Assoc-acdm,Assoc-voc,Bachelors,Doctorate,HS-grad,Masters,Preschool,Prof-school,Some-college}
@attribute education-num numeric
@attribute marital-status {Divorced,Married-AF-spouse,Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed}
@attribute occupation {'?',Adm-clerical,Armed-Forces,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty,Protective-serv,Sales,Tech-support,Transport-moving}
@attribute relationship {Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {<=50K,>50K}

@data
38,Private,Bachelors,13,Separated,Prof-specialty,Husband,Male,0,0,65,<=50K
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Male,0,0,35,<=50K
42,?,Bachelors,13,Married-civ-spouse,?,Husband,Female,0,0,55,<=50K
33,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Husband,Male,0,0,70,<=50K
52,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
53,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,30,<=50K
70,Self-emp-not-inc,Bachelors,13,Widowed,Prof-specialty,Husband,Female,0,0,40,<=50K
19,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Husband,Male,0,0,60,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Sales,Other-relative,Male,0,0,40,<=50K
39,Private,HS-grad,9,Divorced,Handlers-cleaners,Husband,Female,0,0,40,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,40,>50K
46,Private,10th,6,Married-civ-spouse,Other-service,Wife,Female,0,0,24,<=50K
77,?,Bachelors,13,Widowed,?,Husband,Female,0,0,10,<=50K
28,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,10,<=50K
40,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Husband,Female,0,0,40,<=50K
25,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,22,<=50K
54,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
24,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,Male,0,0,40,<=50K
49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,35,<=50K
67,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,3456,0,48,>50K
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
48,Private,HS-grad,9,Separated,Prof-specialty,Other-relative,Female,0,0,40,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
21,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
78,?,Masters,14,Married-civ-spouse,?,Wife,Female,0,0,1,<=50K
24,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
53,Private,12th,8,Married-civ-spouse,Exec-managerial,Wife,Male,0,0,50,<=50K
59,Private,11th,7,Never-married,Machine-op-inspct,Husband,Male,0,0,60,<=50K
38,Local-gov,11th,7,Married-civ-spouse,Other-service,Husband,Female,0,0,50,<=50K
74,Local-gov,Masters,14,Married-civ-spouse,Other-service,Husband,Female,0,0,40,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Male,0,0,50,<=50K
24,Private,HS-grad,9,Separated,Other-service,Husband,Female,0,0,30,<=50K
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,56,<=50K
24,Private,Assoc-voc,11,Never-married,Sales,Husband,Male,0,0,50,<=50K
69,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,<=50K
20,Private,Assoc-acdm,12,Never-married,Sales,Own-child,Female,0,0,40,<=50K
50,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,20,<=50K
60,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,30,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
27,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
54,Private,HS-grad,9,Divorced,Transport-moving,Own-child,Male,0,0,60,<=50K
51,Private,7th-8th,4,Widowed,Machine-op-inspct,Other-relative,Female,0,0,48,<=50K
42,Private,Some-college,10,Divorced,Exec-managerial,Husband,Male,0,0,50,<=50K
27,Self-emp-not-inc,Assoc-acdm,12,Never-married,Prof-specialty,Husband,Female,0,0,78,<=50K
22,Private,10th,6,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
62,?,HS-grad,9,Widowed,?,Husband,Female,0,0,8,<=50K
29,Local-gov,Bachelors,13,Never-married,Prof-specialty,Husband,Female,0,0,40,<=50K
48,Self-emp-not-inc,Some-college,10,Separated,Sales,Husband,Female,0,0,50,<=50K
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Male,0,0,35,<=50K
58,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,15,<=50K
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,32,<=50K
28,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Husband,Male,2174,0,40,<=50K
55,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
27,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Male,0,0,40,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,48,<=50K
37,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
45,?,HS-grad,9,Widowed,?,Husband,Female,0,0,8,<=50K
31,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
40,Local-gov,HS-grad,9,Never-married,Protective-serv,Husband,Male,0,0,48,<=50K
43,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Female,8614,0,40,<=50K
72,?,Some-college,10,Widowed,?,Husband,Female,0,0,12,<=50K
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
53,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,60,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,40,<=50K
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,<=50K
44,Private,10th,6,Never-married,Machine-op-inspct,Husband,Female,0,0,40,<=50K
30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,1504,40,<=50K
17,Private,11th,7,Never-married,Adm-clerical,Own-child,Male,0,0,20,<=50K
38,Private,Assoc-acdm,12,Divorced,Prof-specialty,Husband,Female,0,0,40,>50K
51,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
26,Private,Some-college,10,Divorced,Adm-clerical,Husband,Female,0,0,40,<=50K
18,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,<=50K
39,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
27,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,<=50K
39,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,60,<=50K
68,Private,5th-6th,3,Widowed,Other-service,Husband,Female,0,0,40,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,Male,0,0,45,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,>50K
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,Male,0,0,40,<=50K
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,<=50K
56,Private,Bachelors,13,Widowed,Prof-specialty,Husband,Male,2176,0,65,<=50K
25,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,<=50K
37,State-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Male,0,0,35,<=50K
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,25,<=50K
46,Private,HS-grad,9,Divorced,Craft-repair,Husband,Male,0,0,40,<=50K
40,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,>50K
31,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
65,Private,Masters,14,Separated,Exec-managerial,Husband,Male,0,0,45,<=50K
43,Private,12th,8,Divorced,Priv-house-serv,Husband,Female,0,0,35,<=50K
26,Private,Bachelors,13,Never-married,Tech-support,Husband,Male,0,2444,40,>50K
81,?,7th-8th,4,Separated,?,Husband,Male,0,0,8,<=50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,<=50K
62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,50,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,7298,0,60,>50K
58,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,35,<=50K
27,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
29,Private,Some-college,10,Never-married,Adm-clerical,Husband,Female,3674,0,28,<=50K
45,Private,11th,7,Married-civ-spouse,Craft-repair,Wife,Male,0,0,40,<=50K
56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
22,Private,Some-college,10,Married-AF-spouse,Sales,Wife,Female,0,0,25,<=50K
55,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Female,0,0,45,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Other-relative,Female,0,0,40,<=50K
33,Private,Bachelors,13,Divorced,Prof-specialty,Husband,Female,0,0,40,<=50K
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Husband,Female,0,0,40,<=50K
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,Male,0,0,42,<=50K
57,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,>50K
19,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,<=50K
34,?,Bachelors,13,Married-civ-spouse,?,Wife,Female,0,0,30,<=50K
30,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,0,0,40,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Female,0,0,45,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,<=50K
32,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Husband,Female,0,0,50,<=50K
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Male,0,0,40,<=50K
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
28,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,5013,0,40,<=50K
34,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Wife,Female,0,0,25,>50K
39,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
39,Private,HS-grad,9,Divorced,Adm-clerical,Husband,Female,0,0,40,<=50K
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
27,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,40,<=50K
21,Private,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,50,<=50K
24,Private,Bachelors,13,Never-married,Craft-repair,Own-child,Male,0,0,20,<=50K
37,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,52,>50K
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
31,Private,HS-grad,9,Divorced,Sales,Husband,Male,2202,0,48,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
41,Federal-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,<=50K
60,Private,Some-college,10,Divorced,Exec-managerial,Husband,Female,0,0,40,<=50K
73,?,5th-6th,3,Widowed,?,Husband,Female,0,0,40,<=50K
44,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,55,<=50K
27,Private,HS-grad,9,Divorced,Other-service,Husband,Male,0,0,40,<=50K
59,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
49,Private,Some-college,10,Divorced,Sales,Husband,Female,0,0,55,<=50K
50,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Female,0,0,32,<=50K
18,Self-emp-inc,12th,8,Never-married,Other-service,Own-child,Female,0,0,8,<=50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Male,0,0,48,<=50K
19,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Male,0,0,15,<=50K
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,>50K
23,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,Male,0,0,48,<=50K
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Female,0,0,25,<=50K
49,Private,Bachelors,13,Divorced,Exec-managerial,Husband,Male,0,0,40,>50K
26,Private,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,Female,0,0,40,<=50K
28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,56,<=50K
63,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
32,Private,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,35,<=50K
26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Female,5178,0,40,<=50K
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,40,<=50K
32,Federal-gov,HS-grad,9,Divorced,Protective-serv,Husband,Male,0,0,40,<=50K
68,?,HS-grad,9,Widowed,?,Husband,Female,0,0,8,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
37,?,Some-college,10,Married-civ-spouse,?,Wife,Female,0,0,20,<=50K
17,Private,10th,6,Never-married,Sales,Own-child,Male,0,0,30,<=50K
22,Self-emp-inc,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
32,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Own-child,Male,13550,0,28,>50K
24,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Husband,Male,0,0,40,<=50K
40,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
28,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
24,Private,HS-grad,9,Divorced,Other-service,Own-child,Female,0,0,40,<=50K
33,Private,Preschool,1,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
